time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.447458,-0.789233115367,-0.445237923684,-1.10024772011,-0.0510048611972,0.416475783911,0.685305916988,0.0678786498639,100.0,0.115432054288,-0.979830228262,1.15700500926,1.85611675334,-0.656927272412,1.01664576717,0.487038900154,100.0
0.447755,-0.789233115367,-0.445237923684,-1.10024772011,-0.0510048611972,0.416475783911,0.685305916988,0.0678786498639,100.0,0.115432054288,-0.979830228262,1.15700500926,1.85611675334,-0.656927272412,1.01664576717,0.487038900154,100.0
0.457926,-0.789233115367,-0.445621418881,-1.10024772011,-0.0502378708032,0.416092288714,0.6837719362,0.066728164273,100.0,0.116582539879,-0.979063237868,1.15738850446,1.85650024854,-0.656543777215,1.01741275757,0.48627190976,100.0
0.467972,-0.790000105761,-0.44447093329,-1.10063121531,-0.0494708804093,0.416092288714,0.6837719362,0.067495154667,100.0,0.115432054288,-0.979830228262,1.15815549485,1.85611675334,-0.656927272412,1.01779625276,0.486655404957,100.0
0.477890,-0.790000105761,-0.444854428487,-1.09986422491,-0.0487038900154,0.416859279108,0.684155431397,0.06711165947,100.0,0.116199044682,-0.979446733065,1.15777199966,1.85650024854,-0.656927272412,1.01779625276,0.487038900154,100.0
0.487873,-0.790383600958,-0.445237923684,-1.09986422491,-0.0498543756063,0.416092288714,0.684922421791,0.0678786498639,100.0,0.115815549485,-0.979063237868,1.15662151407,1.85688374374,-0.656927272412,1.01779625276,0.486655404957,100.0
0.497766,-0.790767096155,-0.44447093329,-1.10024772011,-0.0494708804093,0.416475783911,0.685305916988,0.06711165947,100.0,0.115432054288,-0.979830228262,1.15738850446,1.85611675334,-0.656543777215,1.01664576717,0.486655404957,100.0
0.507720,-0.790000105761,-0.445237923684,-1.10063121531,-0.0506213660002,0.416092288714,0.684538926594,0.06711165947,100.0,0.116199044682,-0.979446733065,1.15738850446,1.85650024854,-0.656543777215,1.01702926237,0.487422395351,100.0
0.517751,-0.789616610564,-0.445237923684,-1.09948072972,-0.0498543756063,0.416859279108,0.684538926594,0.06711165947,100.0,0.116199044682,-0.980213723459,1.15777199966,1.85611675334,-0.656160282018,1.01664576717,0.486655404957,100.0
0.527711,-0.789233115367,-0.445237923684,-1.09986422491,-0.0513883563942,0.416475783911,0.684538926594,0.06711165947,100.0,0.115815549485,-0.980597218656,1.15777199966,1.85650024854,-0.657310767609,1.01702926237,0.487038900154,100.0
